Date,Weekday,Time,Program,Program_Sheet,Time_Slot,Rating
2024-10-01,二,06:00:00,蠟筆小新#391,0902-1006,06:00~06:15,0.02398489
2024-10-01,二,06:30:00,蠟筆小新#392,0902-1006,06:30~06:45,0.0377431
2024-10-01,二,07:00:00,你也有今天#15,0902-1006,07:00~07:15,0.04877909
2024-10-01,二,08:00:00,你也有今天#16,0902-1006,08:00~08:15,0.10050111
2024-10-01,二,09:00:00,長相思S2#11,0902-1006,09:00~09:15,0.12514816
2024-10-01,二,10:00:00,長相思S2#12,0902-1006,10:00~10:15,0.16553989
2024-10-01,二,11:00:00,軍師聯盟2虎嘯龍吟#41,0902-1006,11:00~11:15,0.17834164
2024-10-01,二,12:00:00,軍師聯盟2虎嘯龍吟#42,0902-1006,12:00~12:15,0.18106385
2024-10-01,二,13:00:00,長相思S2#11,0902-1006,13:00~13:15,0.1660549
2024-10-01,二,14:00:00,長相思S2#12,0902-1006,14:00~14:15,0.18959836
2024-10-01,二,15:00:00,知否知否應是綠肥紅瘦#9,0902-1006,15:00~15:15,0.18496324
2024-10-01,二,16:00:00,知否知否應是綠肥紅瘦#10,0902-1006,16:00~16:15,0.23977534
2024-10-01,二,17:00:00,蠟筆小新#393,0902-1006,17:00~17:15,0.21402469
2024-10-01,二,17:30:00,蠟筆小新#394,0902-1006,17:30~17:45,0.2508849
2024-10-01,二,18:00:00,蠟筆小新#395,0902-1006,18:00~18:15,0.28384573
2024-10-01,二,18:30:00,蠟筆小新#396,0902-1006,18:30~18:45,0.28980517
2024-10-01,二,19:00:00,長相思S2#13,0902-1006,19:00~19:15,0.27531123
2024-10-01,二,20:00:00,長相思S2#14,0902-1006,20:00~20:15,0.35212174
2024-10-01,二,21:00:00,醫師好辣#209,0902-1006,21:00~21:15,0.15148739
2024-10-01,二,22:00:00,知否知否應是綠肥紅瘦#11,0902-1006,22:00~22:15,0.12919469
2024-10-01,二,23:00:00,知否知否應是綠肥紅瘦#12,0902-1006,23:00~23:15,0.12823824
2024-10-02,三,00:00:00,你也有今天#15,0902-1006,00:00~00:15,0.06033751
2024-10-02,三,01:00:00,你也有今天#16,0902-1006,01:00~01:15,0.0403967
2024-10-02,三,02:00:00,網路很忙#19,0902-1006,02:00~02:15,0.02612173
2024-10-02,三,03:00:00,網路很忙#20,0902-1006,03:00~03:15,0.01699752
2024-10-02,三,04:00:00,我的小確幸#9,0902-1006,04:00~04:15,0.0158202
2024-10-02,三,05:00:00,我的小確幸#10,0902-1006,05:00~05:15,0.02236903
2024-10-02,三,06:00:00,蠟筆小新#395,0902-1006,06:00~06:15,0.02229544
2024-10-02,三,06:30:00,蠟筆小新#396,0902-1006,06:30~06:45,0.02899144
2024-10-02,三,07:00:00,你也有今天#17,0902-1006,07:00~07:15,0.05548107
2024-10-02,三,08:00:00,你也有今天#18,0902-1006,08:00~08:15,0.13428775
2024-10-02,三,09:00:00,長相思S2#13,0902-1006,09:00~09:15,0.15584737
2024-10-02,三,10:00:00,長相思S2#14,0902-1006,10:00~10:15,0.20713425
2024-10-02,三,11:00:00,軍師聯盟2虎嘯龍吟#43,0902-1006,11:00~11:15,0.22972402
2024-10-02,三,12:00:00,軍師聯盟2虎嘯龍吟#44(完),0902-1006,12:00~12:15,0.25121006
2024-10-02,三,13:00:00,長相思S2#13,0902-1006,13:00~13:15,0.20257214
2024-10-02,三,14:00:00,長相思S2#14,0902-1006,14:00~14:15,0.22692789
2024-10-02,三,15:00:00,知否知否應是綠肥紅瘦#11,0902-1006,15:00~15:15,0.23619927
2024-10-02,三,16:00:00,知否知否應是綠肥紅瘦#12,0902-1006,16:00~16:15,0.31279847
2024-10-02,三,17:00:00,蠟筆小新#397,0902-1006,17:00~17:15,0.27865627
2024-10-02,三,17:30:00,蠟筆小新#398,0902-1006,17:30~17:45,0.33178271
2024-10-02,三,18:00:00,蠟筆小新#399,0902-1006,18:00~18:15,0.32942807
2024-10-02,三,18:30:00,蠟筆小新#400,0902-1006,18:30~18:45,0.32427731
2024-10-02,三,19:00:00,長相思S2#15,0902-1006,19:00~19:15,0.31162115
2024-10-02,三,20:00:00,長相思S2#16,0902-1006,20:00~20:15,0.37416613
2024-10-02,三,21:00:00,醫師好辣#210,0902-1006,21:00~21:15,0.17762774
2024-10-02,三,22:00:00,知否知否應是綠肥紅瘦#13,0902-1006,22:00~22:15,0.13303685
2024-10-02,三,23:00:00,知否知否應是綠肥紅瘦#14,0902-1006,23:00~23:15,0.13715746
2024-10-03,四,00:00:00,你也有今天#17,0902-1006,00:00~00:15,0.07035682
2024-10-03,四,01:00:00,你也有今天#18,0902-1006,01:00~01:15,0.04886708
2024-10-03,四,02:00:00,網路很忙#21,0902-1006,02:00~02:15,0.02921721
2024-10-03,四,03:00:00,網路很忙#22,0902-1006,03:00~03:15,0.01817796
2024-10-03,四,04:00:00,我的小確幸#11,0902-1006,04:00~04:15,0.0190611
2024-10-03,四,05:00:00,我的小確幸#12,0902-1006,05:00~05:15,0.02185771
2024-10-03,四,06:00:00,蠟筆小新#399,0902-1006,06:00~06:15,0.02274085
2024-10-03,四,06:30:00,蠟筆小新#400,0902-1006,06:30~06:45,0.02612622
2024-10-03,四,07:00:00,你也有今天#19,0902-1006,07:00~07:15,0.05166369
2024-10-03,四,08:00:00,你也有今天#20,0902-1006,08:00~08:15,0.13799062
2024-10-03,四,09:00:00,長相思S2#15,0902-1006,09:00~09:15,0.16448482
2024-10-03,四,10:00:00,長相思S2#16,0902-1006,10:00~10:15,0.21107045
2024-10-03,四,11:00:00,恩愛兩不疑#1,0902-1006,11:00~11:15,0.19480596
2024-10-03,四,12:00:00,恩愛兩不疑#2,0902-1006,12:00~12:15,0.17397858
2024-10-03,四,13:00:00,長相思S2#15,0902-1006,13:00~13:15,0.17721675
2024-10-03,四,14:00:00,長相思S2#16,0902-1006,14:00~14:15,0.20503566
2024-10-03,四,15:00:00,知否知否應是綠肥紅瘦#13,0902-1006,15:00~15:15,0.21298392
2024-10-03,四,16:00:00,知否知否應是綠肥紅瘦#14,0902-1006,16:00~16:15,0.28503343
2024-10-03,四,17:00:00,蠟筆小新#401,0902-1006,17:00~17:15,0.26957848
2024-10-03,四,17:30:00,蠟筆小新#402,0902-1006,17:30~17:45,0.31476581
2024-10-03,四,18:00:00,蠟筆小新#403,0902-1006,18:00~18:15,0.34118641
2024-10-03,四,18:30:00,蠟筆小新#468,0902-1006,18:30~18:45,0.34788356
2024-10-03,四,19:00:00,長相思S2#17,0902-1006,19:00~19:15,0.28716768
2024-10-03,四,20:00:00,長相思S2#18,0902-1006,20:00~20:15,0.34619087
2024-10-03,四,21:00:00,醫師好辣#329,0902-1006,21:00~21:15,0.14358384
2024-10-03,四,22:00:00,知否知否應是綠肥紅瘦#15,0902-1006,22:00~22:15,0.12047501
2024-10-03,四,23:00:00,知否知否應是綠肥紅瘦#16,0902-1006,23:00~23:15,0.11753121
2024-10-04,五,00:00:00,你也有今天#19,0902-1006,00:00~00:15,0.05631024
2024-10-04,五,01:00:00,你也有今天#20,0902-1006,01:00~01:15,0.03805542
2024-10-04,五,02:00:00,網路很忙#23,0902-1006,02:00~02:15,0.02303935
2024-10-04,五,03:00:00,網路很忙#24,0902-1006,03:00~03:15,0.01457442
2024-10-04,五,04:00:00,我的小確幸#13,0902-1006,04:00~04:15,0.01508967
2024-10-04,五,05:00:00,我的小確幸#14,0902-1006,05:00~05:15,0.02046307
2024-10-04,五,06:00:00,蠟筆小新#403,0902-1006,06:00~06:15,0.0234074
2024-10-04,五,06:30:00,蠟筆小新#468,0902-1006,06:30~06:45,0.03834985
2024-10-04,五,07:00:00,你也有今天#21,0902-1006,07:00~07:15,0.05277705
2024-10-04,五,08:00:00,你也有今天#22,0902-1006,08:00~08:15,0.11122193
2024-10-04,五,09:00:00,長相思S2#17,0902-1006,09:00~09:15,0.12918232
2024-10-04,五,10:00:00,長相思S2#18,0902-1006,10:00~10:15,0.16127548
2024-10-04,五,11:00:00,恩愛兩不疑#3,0902-1006,11:00~11:15,0.14221097
2024-10-04,五,12:00:00,恩愛兩不疑#4,0902-1006,12:00~12:15,0.1145343
2024-10-04,五,13:00:00,長相思S2#17,0902-1006,13:00~13:15,0.13750005
2024-10-04,五,14:00:00,長相思S2#18,0902-1006,14:00~14:15,0.17194867
2024-10-04,五,15:00:00,知否知否應是綠肥紅瘦#15,0902-1006,15:00~15:15,0.17636516
2024-10-04,五,16:00:00,知否知否應是綠肥紅瘦#16,0902-1006,16:00~16:15,0.22811169
2024-10-04,五,17:00:00,蠟筆小新#469,0902-1006,17:00~17:15,0.20352657
2024-10-04,五,17:30:00,蠟筆小新#470,0902-1006,17:30~17:45,0.23061437
2024-10-04,五,18:00:00,蠟筆小新#471,0902-1006,18:00~18:15,0.28427472
2024-10-04,五,18:30:00,蠟筆小新#472,0902-1006,18:30~18:45,0.30127821
2024-10-04,五,19:00:00,長相思S2#19,0902-1006,19:00~19:15,0.30260315
2024-10-04,五,20:00:00,長相思S2#20,0902-1006,20:00~20:15,0.39777851
2024-10-04,五,21:00:00,醫師好辣#330,0902-1006,21:00~21:15,0.17231671
2024-10-04,五,22:00:00,知否知否應是綠肥紅瘦#17,0902-1006,22:00~22:15,0.14353592
2024-10-04,五,23:00:00,知否知否應是綠肥紅瘦#18,0902-1006,23:00~23:15,0.15016065
2024-10-05,六,00:00:00,蠟筆小新#74,0902-1006,00:00~00:15,0.05733747
2024-10-05,六,00:30:00,蠟筆小新#75,0902-1006,00:30~00:45,0.03613953
2024-10-05,六,01:00:00,蠟筆小新#76,0902-1006,01:00~01:15,0.03231213
2024-10-05,六,01:30:00,蠟筆小新#77,0902-1006,01:30~01:45,0.02892635
2024-10-05,六,02:00:00,延禧攻略#66,0902-1006,02:00~02:15,0.03076645
2024-10-05,六,03:00:00,延禧攻略#67,0902-1006,03:00~03:15,0.03098726
2024-10-05,六,04:00:00,延禧攻略#68,0902-1006,04:00~04:15,0.03415223
2024-10-05,六,05:00:00,延禧攻略#69,0902-1006,05:00~05:15,0.03672836
2024-10-05,六,06:00:00,延禧攻略#70(完),0902-1006,06:00~06:15,0.05954558
2024-10-05,六,07:00:00,蠟筆小新#74,0902-1006,07:00~07:15,0.05682224
2024-10-05,六,07:30:00,蠟筆小新#75,0902-1006,07:30~07:45,0.06469786
2024-10-05,六,08:00:00,蠟筆小新#76,0902-1006,08:00~08:15,0.09075365
2024-10-05,六,08:30:00,蠟筆小新#77,0902-1006,08:30~08:45,0.11607341
2024-10-05,六,09:00:00,延禧攻略#66,0902-1006,09:00~09:15,0.17326366
2024-10-05,六,10:00:00,延禧攻略#67,0902-1006,10:00~10:15,0.28249191
2024-10-05,六,11:00:00,延禧攻略#68,0902-1006,11:00~11:15,0.38067956
2024-10-05,六,12:00:00,延禧攻略#69,0902-1006,12:00~12:15,0.42476831
2024-10-05,六,13:00:00,延禧攻略#70(完),0902-1006,13:00~13:15,0.58029343
2024-10-05,六,14:00:00,蠟筆小新#74,0902-1006,14:00~14:15,0.29581422
2024-10-05,六,14:30:00,蠟筆小新#75,0902-1006,14:30~14:45,0.24760364
2024-10-05,六,15:00:00,蠟筆小新#76,0902-1006,15:00~15:15,0.25650972
2024-10-05,六,15:30:00,蠟筆小新#77,0902-1006,15:30~15:45,0.25901225
2024-10-05,六,16:00:00,蠟筆小新大電影-小白的屁屁炸彈,0902-1006,16:00~16:15,0.23398691
2024-10-05,六,18:00:00,延禧攻略#66,0902-1006,18:00~18:15,0.25525845
2024-10-05,六,19:00:00,延禧攻略#67,0902-1006,19:00~19:15,0.30045127
2024-10-05,六,20:00:00,延禧攻略#68,0902-1006,20:00~20:15,0.42300182
2024-10-05,六,21:00:00,延禧攻略#69,0902-1006,21:00~21:15,0.45524034
2024-10-05,六,22:00:00,延禧攻略#70(完),0902-1006,22:00~22:15,0.48644841
2024-10-05,六,23:00:00,蠟筆小新#76,0902-1006,23:00~23:15,0.12129929
2024-10-05,六,23:30:00,蠟筆小新#77,0902-1006,23:30~23:45,0.06631715
2024-10-06,日,00:00:00,蠟筆小新#78,0902-1006,00:00~00:15,0.05476234
2024-10-06,日,00:30:00,蠟筆小新#79,0902-1006,00:30~00:45,0.04305909
2024-10-06,日,01:00:00,蠟筆小新#80,0902-1006,01:00~01:15,0.03996767
2024-10-06,日,01:30:00,蠟筆小新#81,0902-1006,01:30~01:45,0.03665543
2024-10-06,日,02:00:00,星漢燦爛#1,0902-1006,02:00~02:15,0.03091422
2024-10-06,日,03:00:00,星漢燦爛#2,0902-1006,03:00~03:15,0.02738117
2024-10-06,日,04:00:00,星漢燦爛#3,0902-1006,04:00~04:15,0.02561464
2024-10-06,日,05:00:00,星漢燦爛#4,0902-1006,05:00~05:15,0.02723396
2024-10-06,日,06:00:00,星漢燦爛#5,0902-1006,06:00~06:15,0.03724428
2024-10-06,日,07:00:00,蠟筆小新#78,0902-1006,07:00~07:15,0.0444576
2024-10-06,日,07:30:00,蠟筆小新#79,0902-1006,07:30~07:45,0.05498315
2024-10-06,日,08:00:00,蠟筆小新#80,0902-1006,08:00~08:15,0.08177548
2024-10-06,日,08:30:00,蠟筆小新#81,0902-1006,08:30~08:45,0.10172251
2024-10-06,日,09:00:00,星漢燦爛#1,0902-1006,09:00~09:15,0.12777878
2024-10-06,日,10:00:00,星漢燦爛#2,0902-1006,10:00~10:15,0.19785102
2024-10-06,日,11:00:00,星漢燦爛#3,0902-1006,11:00~11:15,0.24105733
2024-10-06,日,12:00:00,星漢燦爛#4,0902-1006,12:00~12:15,0.26380136
2024-10-06,日,13:00:00,星漢燦爛#5,0902-1006,13:00~13:15,0.30391624
2024-10-06,日,14:00:00,蠟筆小新#78,0902-1006,14:00~14:15,0.21220405
2024-10-06,日,14:30:00,蠟筆小新#79,0902-1006,14:30~14:45,0.20160489
2024-10-06,日,15:00:00,蠟筆小新#80,0902-1006,15:00~15:15,0.22935408
2024-10-06,日,15:30:00,蠟筆小新#81,0902-1006,15:30~15:45,0.23583135
2024-10-06,日,16:00:00,蠟筆小新大電影-風起雲湧的金矛勇者！,0902-1006,16:00~16:15,0.22493777
2024-10-06,日,18:00:00,星漢燦爛#1,0902-1006,18:00~18:15,0.23435924
2024-10-06,日,19:00:00,星漢燦爛#2,0902-1006,19:00~19:15,0.25732409
2024-10-06,日,20:00:00,星漢燦爛#3,0902-1006,20:00~20:15,0.3019289
2024-10-06,日,21:00:00,星漢燦爛#4,0902-1006,21:00~21:15,0.30906861
2024-10-06,日,22:00:00,星漢燦爛#5,0902-1006,22:00~22:15,0.24937472
2024-10-06,日,23:00:00,蠟筆小新#80,0902-1006,23:00~23:15,0.07669671
2024-10-06,日,23:30:00,蠟筆小新#81,0902-1006,23:30~23:45,0.0486531
2024-10-07,一,00:00:00,你也有今天#21,1007-1103,00:00~00:15,0.04114736
2024-10-07,一,01:00:00,你也有今天#22,1007-1103,01:00~01:15,0.03717248
2024-10-07,一,02:00:00,網路很忙#25,1007-1103,02:00~02:15,0.02215627
2024-10-07,一,03:00:00,網路很忙#26,1007-1103,03:00~03:15,0.01391208
2024-10-07,一,04:00:00,我的小確幸#15,1007-1103,04:00~04:15,0.01391208
2024-10-07,一,05:00:00,我的小確幸#16,1007-1103,05:00~05:15,0.01869665
2024-10-07,一,06:00:00,蠟筆小新#471,1007-1103,06:00~06:15,0.02414371
2024-10-07,一,06:30:00,蠟筆小新#472,1007-1103,06:30~06:45,0.04276675
2024-10-07,一,07:00:00,你也有今天#23,1007-1103,07:00~07:15,0.05351365
2024-10-07,一,08:00:00,你也有今天#24,1007-1103,08:00~08:15,0.1012858
2024-10-07,一,09:00:00,長相思S2#19,1007-1103,09:00~09:15,0.11983523
2024-10-07,一,10:00:00,長相思S2#20,1007-1103,10:00~10:15,0.16333807
2024-10-07,一,11:00:00,恩愛兩不疑#5,1007-1103,11:00~11:15,0.13713332
2024-10-07,一,12:00:00,恩愛兩不疑#6,1007-1103,12:00~12:15,0.11887832
2024-10-07,一,13:00:00,長相思S2#19,1007-1103,13:00~13:15,0.14154985
2024-10-07,一,14:00:00,長相思S2#20,1007-1103,14:00~14:15,0.18056255
2024-10-07,一,15:00:00,知否知否應是綠肥紅瘦#17,1007-1103,15:00~15:15,0.17820706
2024-10-07,一,16:00:00,知否知否應是綠肥紅瘦#18,1007-1103,16:00~16:15,0.22421261
2024-10-07,一,17:00:00,兩不疑S1#1,1007-1103,17:00~17:15,0.19690372
2024-10-07,一,17:30:00,兩不疑S1#2,1007-1103,17:30~17:45,0.17864872
2024-10-07,一,18:00:00,蠟筆小新#473,1007-1103,18:00~18:15,0.22296126
2024-10-07,一,18:30:00,蠟筆小新#474,1007-1103,18:30~18:45,0.27389859
2024-10-07,一,19:00:00,長相思S2#20,1007-1103,19:00~19:15,0.28170113
2024-10-07,一,20:00:00,長相思S2#21,1007-1103,20:00~20:15,0.37621491
2024-10-07,一,21:00:00,醫師好辣#211,1007-1103,21:00~21:15,0.14707051
2024-10-07,一,22:00:00,知否知否應是綠肥紅瘦#19,1007-1103,22:00~22:15,0.11298961
2024-10-07,一,23:00:00,知否知否應是綠肥紅瘦#20,1007-1103,23:00~23:15,0.09885671
2024-10-08,二,00:00:00,你也有今天#23,1007-1103,00:00~00:15,0.04938991
2024-10-08,二,01:00:00,你也有今天#24,1007-1103,01:00~01:15,0.0320924
2024-10-08,二,02:00:00,網路很忙#27,1007-1103,02:00~02:15,0.02105144
2024-10-08,二,03:00:00,網路很忙#28,1007-1103,03:00~03:15,0.01280752
2024-10-08,二,04:00:00,我的小確幸#17,1007-1103,04:00~04:15,0.01273391
2024-10-08,二,05:00:00,我的小確幸#18,1007-1103,05:00~05:15,0.01744472
2024-10-08,二,06:00:00,蠟筆小新#473,1007-1103,06:00~06:15,0.02303881
2024-10-08,二,06:30:00,蠟筆小新#474,1007-1103,06:30~06:45,0.04158763
2024-10-08,二,07:00:00,你也有今天#25,1007-1103,07:00~07:15,0.05535203
2024-10-08,二,08:00:00,你也有今天#26,1007-1103,08:00~08:15,0.10474195
2024-10-08,二,09:00:00,長相思S2#20,1007-1103,09:00~09:15,0.12468929
2024-10-08,二,10:00:00,長相思S2#21,1007-1103,10:00~10:15,0.15530956
2024-10-08,二,11:00:00,恩愛兩不疑#7,1007-1103,11:00~11:15,0.14382696
2024-10-08,二,12:00:00,恩愛兩不疑#8,1007-1103,12:00~12:15,0.12873764
2024-10-08,二,13:00:00,長相思S2#20,1007-1103,13:00~13:15,0.1430909
2024-10-08,二,14:00:00,長相思S2#21,1007-1103,14:00~14:15,0.17606658
2024-10-08,二,15:00:00,知否知否應是綠肥紅瘦#19,1007-1103,15:00~15:15,0.17584576
2024-10-08,二,16:00:00,知否知否應是綠肥紅瘦#20,1007-1103,16:00~16:15,0.20786455
2024-10-08,二,17:00:00,兩不疑S1#3,1007-1103,17:00~17:15,0.1843105
2024-10-08,二,17:30:00,兩不疑S1#4,1007-1103,17:30~17:45,0.17238625
2024-10-08,二,18:00:00,蠟筆小新#475,1007-1103,18:00~18:15,0.21375307
2024-10-08,二,18:30:00,蠟筆小新#476,1007-1103,18:30~18:45,0.25283808
2024-10-08,二,19:00:00,長相思S2#22,1007-1103,19:00~19:15,0.32563484
2024-10-08,二,20:00:00,長相思S2#23(完),1007-1103,20:00~20:15,0.47373097
2024-10-08,二,21:00:00,醫師好辣#212,1007-1103,21:00~21:15,0.17312232
2024-10-08,二,22:00:00,知否知否應是綠肥紅瘦#21,1007-1103,22:00~22:15,0.11931602
2024-10-08,二,23:00:00,知否知否應是綠肥紅瘦#22,1007-1103,23:00~23:15,0.12520453
2024-10-09,三,00:00:00,你也有今天#25,1007-1103,00:00~00:15,0.05718984
2024-10-09,三,01:00:00,你也有今天#26,1007-1103,01:00~01:15,0.03385756
2024-10-09,三,02:00:00,網路很忙#29,1007-1103,02:00~02:15,0.02186021
2024-10-09,三,03:00:00,網路很忙#30,1007-1103,03:00~03:15,0.01383744
2024-10-09,三,04:00:00,我的小確幸#19,1007-1103,04:00~04:15,0.01369023
2024-10-09,三,05:00:00,我的小確幸#20,1007-1103,05:00~05:15,0.01847445
2024-10-09,三,06:00:00,蠟筆小新#475,1007-1103,06:00~06:15,0.02252264
2024-10-09,三,06:30:00,蠟筆小新#476,1007-1103,06:30~06:45,0.04246916
2024-10-09,三,07:00:00,你也有今天#27,1007-1103,07:00~07:15,0.05527615
2024-10-09,三,08:00:00,你也有今天#28,1007-1103,08:00~08:15,0.10348637
2024-10-09,三,09:00:00,長相思S2#22,1007-1103,09:00~09:15,0.12696585
2024-10-09,三,10:00:00,長相思S2#23(完),1007-1103,10:00~10:15,0.16465079
2024-10-09,三,11:00:00,恩愛兩不疑#9,1007-1103,11:00~11:15,0.13432619
2024-10-09,三,12:00:00,恩愛兩不疑#10,1007-1103,12:00~12:15,0.12078317
2024-10-09,三,13:00:00,長相思S2#22,1007-1103,13:00~13:15,0.14396824
2024-10-09,三,14:00:00,長相思S2#23(完),1007-1103,14:00~14:15,0.18393488
2024-10-09,三,15:00:00,知否知否應是綠肥紅瘦#21,1007-1103,15:00~15:15,0.16774213
2024-10-09,三,16:00:00,知否知否應是綠肥紅瘦#22,1007-1103,16:00~16:15,0.23177709
2024-10-09,三,17:00:00,兩不疑S1#5,1007-1103,17:00~17:15,0.18680541
2024-10-09,三,17:30:00,兩不疑S1#6,1007-1103,17:30~17:45,0.17245275
2024-10-09,三,18:00:00,蠟筆小新#477,1007-1103,18:00~18:15,0.21168336
2024-10-09,三,18:30:00,蠟筆小新#478,1007-1103,18:30~18:45,0.25945196
2024-10-09,三,19:00:00,知否知否應是綠肥紅瘦#23,1007-1103,19:00~19:15,0.22353351
2024-10-09,三,20:00:00,知否知否應是綠肥紅瘦#24,1007-1103,20:00~20:15,0.2863172
2024-10-09,三,21:00:00,醫師好辣#213,1007-1103,21:00~21:15,0.17215834
2024-10-09,三,22:00:00,少年白馬醉春風#1,1007-1103,22:00~22:15,0.13535664
2024-10-09,三,23:00:00,少年白馬醉春風#2,1007-1103,23:00~23:15,0.10679852
2024-10-10,四,00:00:00,你也有今天#27,1007-1103,00:00~00:15,0.05226203
2024-10-10,四,01:00:00,你也有今天#28,1007-1103,01:00~01:15,0.03584733
2024-10-10,四,02:00:00,網路很忙#31,1007-1103,02:00~02:15,0.02127285
2024-10-10,四,03:00:00,網路很忙#32,1007-1103,03:00~03:15,0.01273427
2024-10-10,四,04:00:00,我的小確幸#21,1007-1103,04:00~04:15,0.01310231
2024-10-10,四,05:00:00,我的小確幸#22,1007-1103,05:00~05:15,0.01612026
2024-10-10,四,06:00:00,蠟筆小新#477,1007-1103,06:00~06:15,0.02142007
2024-10-10,四,06:30:00,蠟筆小新#478,1007-1103,06:30~06:45,0.03010587
2024-10-10,四,07:00:00,你也有今天#29,1007-1103,07:00~07:15,0.05572162
2024-10-10,四,08:00:00,你也有今天#30,1007-1103,08:00~08:15,0.11431398
2024-10-10,四,09:00:00,少年白馬醉春風#1,1007-1103,09:00~09:15,0.13566044
2024-10-10,四,10:00:00,少年白馬醉春風#2,1007-1103,10:00~10:15,0.17747006
2024-10-10,四,11:00:00,恩愛兩不疑#11,1007-1103,11:00~11:15,0.15634443
2024-10-10,四,12:00:00,恩愛兩不疑#12,1007-1103,12:00~12:15,0.1500877
2024-10-10,四,13:00:00,少年白馬醉春風#1,1007-1103,13:00~13:15,0.19204454
2024-10-10,四,14:00:00,少年白馬醉春風#2,1007-1103,14:00~14:15,0.23930119
2024-10-10,四,15:00:00,知否知否應是綠肥紅瘦#23,1007-1103,15:00~15:15,0.24231914
2024-10-10,四,16:00:00,知否知否應是綠肥紅瘦#24,1007-1103,16:00~16:15,0.30370862
2024-10-10,四,17:00:00,兩不疑S1#7,1007-1103,17:00~17:15,0.24217192
2024-10-10,四,17:30:00,兩不疑S1#8,1007-1103,17:30~17:45,0.20956336
2024-10-10,四,18:00:00,蠟筆小新#479,1007-1103,18:00~18:15,0.22502114
2024-10-10,四,18:30:00,蠟筆小新#480,1007-1103,18:30~18:45,0.27242501
2024-10-10,四,19:00:00,知否知否應是綠肥紅瘦#25,1007-1103,19:00~19:15,0.24916473
2024-10-10,四,20:00:00,知否知否應是綠肥紅瘦#26,1007-1103,20:00~20:15,0.31857753
2024-10-10,四,21:00:00,醫師好辣#331,1007-1103,21:00~21:15,0.15737494
2024-10-10,四,22:00:00,少年白馬醉春風#3,1007-1103,22:00~22:15,0.12174844
2024-10-10,四,23:00:00,少年白馬醉春風#4,1007-1103,23:00~23:15,0.10047558
2024-10-11,五,00:00:00,你也有今天#29,1007-1103,00:00~00:15,0.04820973
2024-10-11,五,01:00:00,你也有今天#30,1007-1103,01:00~01:15,0.03157553
2024-10-11,五,02:00:00,網路很忙#33(完),1007-1103,02:00~02:15,0.01876867
2024-10-11,五,03:00:00,菜鳥天兵神救援#1,1007-1103,03:00~03:15,0.01346928
2024-10-11,五,04:00:00,我的小確幸#23,1007-1103,04:00~04:15,0.01280686
2024-10-11,五,05:00:00,我的小確幸#24,1007-1103,05:00~05:15,0.01737022
2024-10-11,五,06:00:00,蠟筆小新#479,1007-1103,06:00~06:15,0.02377365
2024-10-11,五,06:30:00,蠟筆小新#480,1007-1103,06:30~06:45,0.0446032
2024-10-11,五,07:00:00,你也有今天#31,1007-1103,07:00~07:15,0.05623241
2024-10-11,五,08:00:00,你也有今天#32,1007-1103,08:00~08:15,0.10642941
2024-10-11,五,09:00:00,少年白馬醉春風#3,1007-1103,09:00~09:15,0.11702819
2024-10-11,五,10:00:00,少年白馬醉春風#4,1007-1103,10:00~10:15,0.15559597
2024-10-11,五,11:00:00,恩愛兩不疑#13,1007-1103,11:00~11:15,0.14838291
2024-10-11,五,12:00:00,恩愛兩不疑#14,1007-1103,12:00~12:15,0.14212669
2024-10-11,五,13:00:00,少年白馬醉春風#3,1007-1103,13:00~13:15,0.16266182
2024-10-11,五,14:00:00,少年白馬醉春風#4,1007-1103,14:00~14:15,0.20866347
2024-10-11,五,15:00:00,知否知否應是綠肥紅瘦#25,1007-1103,15:00~15:15,0.21602374
2024-10-11,五,16:00:00,知否知否應是綠肥紅瘦#26,1007-1103,16:00~16:15,0.26158377
2024-10-11,五,17:00:00,兩不疑S1#9,1007-1103,17:00~17:15,0.21160758
2024-10-11,五,17:30:00,兩不疑S1#10,1007-1103,17:30~17:45,0.18636187
2024-10-11,五,18:00:00,蠟筆小新#481,1007-1103,18:00~18:15,0.22080791
2024-10-11,五,18:30:00,蠟筆小新#482,1007-1103,18:30~18:45,0.26585272
2024-10-11,五,19:00:00,知否知否應是綠肥紅瘦#27,1007-1103,19:00~19:15,0.23435079
2024-10-11,五,20:00:00,知否知否應是綠肥紅瘦#28,1007-1103,20:00~20:15,0.30243323
2024-10-11,五,21:00:00,醫師好辣#332,1007-1103,21:00~21:15,0.16582674
2024-10-11,五,22:00:00,少年白馬醉春風#5,1007-1103,22:00~22:15,0.13984501
2024-10-11,五,23:00:00,少年白馬醉春風#6,1007-1103,23:00~23:15,0.12394684
2024-10-12,六,00:00:00,蠟筆小新#82,1007-1103,00:00~00:15,0.04761726
2024-10-12,六,00:30:00,蠟筆小新#83,1007-1103,00:30~00:45,0.0343698
2024-10-12,六,01:00:00,蠟筆小新#84,1007-1103,01:00~01:15,0.03127873
2024-10-12,六,01:30:00,蠟筆小新#85,1007-1103,01:30~01:45,0.02958599
2024-10-12,六,02:00:00,星漢燦爛#6,1007-1103,02:00~02:15,0.02436061
2024-10-12,六,03:00:00,星漢燦爛#7,1007-1103,03:00~03:15,0.02369823
2024-10-12,六,04:00:00,星漢燦爛#8,1007-1103,04:00~04:15,0.024802190000000002
2024-10-12,六,05:00:00,星漢燦爛#9,1007-1103,05:00~05:15,0.03091074
